# COLUMN1: CALIFA_ID  , int    , the ID of the CALIFA galaxy 
# COLUMN2: name       , string , Galaxy name 
# COLUMN3: db_name    , string , Name in CALIFA database 
# COLUMN4: RA, float  , degrees, right ascension J2000.0 
# COLUMN5: DE, float  , degrees, declination J2000.0
# COLUMN6: hubble_type, int    , Hubble type (see accompanying text file)
# COLUMN7: bar        , int    , Barredness A (0) or AB (1) or B (2)
# COLUMN8: merger     , int    , Merging (1) or Isolated (0)
#CALIFA_ID                 name              db_name         RA        DEC    hubble_type      bar       merger
#
       835              NGC6150              NGC6150  246.45819   40.48874          7          0          0 
       836              NGC6155              NGC6155  246.53471   48.36679         14          0          0 
       837             UGC10384             UGC10384  246.69452   11.58027         12          0          0 
       838             UGC10388             UGC10388  246.76239   16.38223         10          1          0 
       839         NGC6166NED01         NGC6166NED01  247.16310   39.55283          4          0          1 
       840              NGC6173              NGC6173  247.43697   40.81166          6          0          0 
       841              NGC6168              NGC6168  247.83681   20.18564         14          1          0 
       842              NGC6186              NGC6186  248.60619   21.54090         12          2          0 
       843             UGC10650             UGC10650  255.06076   23.10634         15          0          0 
       844              NGC6278              NGC6278  255.20969   23.01104          9          1          0 
       845             UGC10693             UGC10693  256.22092   41.86549          7          1          0 
       846             UGC10695             UGC10695  256.27325   43.04316          5          0          0 
       847             UGC10710             UGC10710  256.71884   43.12221         12          0          0 
       848              NGC6310              NGC6310  256.98947   60.99016         12          0          0 
       849              NGC6301              NGC6301  257.13644   42.33912         13          0          0 
       850              NGC6314              NGC6314  258.16135   23.27008         11          0          0 
       851              NGC6338              NGC6338  258.84573   57.41119          5          0          0 
       852             UGC10796             UGC10796  259.19885   61.92012         15          1          0 
       853              NGC6361              NGC6361  259.67117   60.60816         11          0          0 
       854             UGC10811             UGC10811  259.68219   58.13512         12          2          0 
       855             UGC10799             UGC10799  259.72607   29.85597         16          1          0 
       856               IC1256               IC1256  260.94702   26.48652         12          1          0 
       857              NGC6394              NGC6394  262.58926   59.63989         13          2          0 
       858             UGC10905             UGC10905  263.52682   25.34397          9          0          0 
       859              NGC6411              NGC6411  263.88684   60.81340          4          0          0 
       860              NGC6427              NGC6427  265.91083   25.49394          8          1          0 
       861             UGC10972             UGC10972  266.59134   26.54380         13          0          0 
       862              NGC6478              NGC6478  267.15726   51.15380         14          0          0 
       863              NGC6497              NGC6497  267.82483   59.47087         11          2          0 
       864              NGC6515              NGC6515  269.35495   50.72812          3          0          0 
       865             UGC11228             UGC11228  276.19278   41.49274          8          2          0 
       866             UGC11262             UGC11262  277.64874   42.69270         14          0          0 
       867              NGC6762              NGC6762  286.40451   63.93411         11          0          0 
       868        MCG-02-51-004        MCG-02-51-004  303.91611  -13.62201         12          0          0 
       869              NGC6941              NGC6941  309.09778   -4.61874         12          2          0 
       870              NGC6945              NGC6945  309.75250   -4.97255          8          2          0 
       871              NGC6978              NGC6978  313.14764   -5.71112         12          1          0 
       872             UGC11649             UGC11649  313.86508   -1.22524         11          2          0 
       873        UGC11680NED01        UGC11680NED01  316.92224    3.87161         12          2          0 
       874              NGC7025              NGC7025  316.94724   16.33590          9          0          0 
       875             UGC11694             UGC11694  317.96677   11.27614          9          0          0 
       876              NGC7047              NGC7047  319.11523   -0.82649         13          2          0 
       877             UGC11717             UGC11717  319.64755   19.71872         11          0          0 
       878        MCG-01-54-016        MCG-01-54-016  321.49988   -3.80896         15          0          0 
       879             UGC11740             UGC11740  321.55978    9.79790         13          0          0 
       880             UGC11792             UGC11792  325.55292    5.61537         13          0          0 
       881              NGC7194              NGC7194  330.87888   12.63678          3          0          0 
       882              NGC7236              NGC7236  333.68744   13.84652          8          1          1 
       883             UGC11958             UGC11958  333.69534   13.84087          8          0          1 
       884             UGC11982             UGC11982  334.72058   -1.05868         15          0          0 
       885             UGC12054             UGC12054  337.38522    7.72602         14          0          0 
       886              NGC7311              NGC7311  338.52832    5.57032         10          0          0 
       887              NGC7321              NGC7321  339.11679   21.62177         13          2          0 
       888             UGC12127             UGC12127  339.62259   35.32969          1          0          0 
       889              NGC7364              NGC7364  341.10153   -0.16210         11          0          0 
       890             UGC12185             UGC12185  341.85440   31.37352         12          2          0 
       891             UGC12224             UGC12224  343.15985    6.09362         14          0          0 
       892           VV488NED02           VV488NED02  344.21204   -8.96754         12          1          1 
       893             NGC7436B             NGC7436B  344.48978   26.15000          2          0          1 
       894             UGC12274             UGC12274  344.58167   26.06194         10          0          0 
       895             UGC12308             UGC12308  345.32782   14.33957         15          0          0 
       896              NGC7466              NGC7466  345.51443   27.05260         13          0          0 
       897             UGC12348             UGC12348  346.32846    0.18951         12          1          0 
       898              NGC7489              NGC7489  346.88623   22.99809         13          0          0 
       899              NGC7536              NGC7536  348.55493   13.42638         14          1          0 
       900              NGC7550              NGC7550  348.81696   18.96145          4          0          0 
       901              NGC7549              NGC7549  348.82193   19.04179         13          2          0 
       902              NGC7563              NGC7563  348.98300   13.19612         10          2          0 
       903              NGC7562              NGC7562  348.98953    6.68754          4          0          0 
       904              NGC7591              NGC7591  349.56775    6.58579         13          2          0 
       905             UGC12494             UGC12494  349.71906    6.87691         16          2          0 
       906               IC5309               IC5309  349.79849    8.10946         14          1          0 
       907              NGC7608              NGC7608  349.81378    8.35009         13          0          0 
       908              NGC7611              NGC7611  349.90250    8.06335          8          0          0 
       909             UGC12519             UGC12519  350.01154   15.95279         14          1          0 
       910             UGC12518             UGC12518  350.05304    7.93220         12          0          0 
       911              NGC7619              NGC7619  350.06049    8.20624          3          0          0 
       912              NGC7623              NGC7623  350.12503    8.39577          8          0          0 
       913              NGC7625              NGC7625  350.12558   17.22556         10          0          0 
       914              NGC7631              NGC7631  350.36115    8.21763         12          0          0 
       915              NGC7653              NGC7653  351.20569   15.27560         12          0          0 
       916              NGC7671              NGC7671  351.83054   12.46741          8          0          0 
       917              NGC7683              NGC7683  352.26593   11.44517          8          0          0 
       918             UGC12633             UGC12633  352.55685   15.76102         11          1          0 
       919              NGC7684              NGC7684  352.63348    0.08107          8          0          0 
       920              NGC7691              NGC7691  353.10178   15.84785         13          2          0 
       921             UGC12653             UGC12653  353.12485   14.81684         14          0          0 
       922             UGC12688             UGC12688  353.85870    7.32210         15          1          1 
       923              NGC7711              NGC7711  353.91406   15.30197          7          0          0 
       924              NGC7716              NGC7716  354.13104    0.29727         12          0          0 
       925              NGC7722              NGC7722  354.67172   15.95464         11          0          0 
       926             UGC12723             UGC12723  354.85001   10.85005         14          0          0 
       927              NGC7738              NGC7738  356.00858    0.51662         12          2          0 
       928             UGC12767             UGC12767  356.29251    7.04211         12          2          0 
       929             UGC12810             UGC12810  357.77609    1.05670         13          2          0 
       930             UGC12816             UGC12816  357.96121    3.08275         14          0          0 
       931              NGC7782              NGC7782  358.47452    7.97060         12          0          0 
       932         NGC7783NED01         NGC7783NED01  358.54199    0.38286         10          0          1 
       933              NGC7787              NGC7787  359.03259    0.54948         11          1          0 
       934             UGC12857             UGC12857  359.19803    1.35519         13          0          0 
       935             UGC12864             UGC12864  359.34967   30.99207         14          2          0 
       936        MCG-01-01-012        MCG-01-01-012  359.79501   -4.19160         11          1          0 
       937              NGC7800              NGC7800  359.90311   14.80696         19          1          0 
