3.324000e-01, 3.452570e+01 
7.735000e-01,-1.913800e+00 
1.102100e+00, 3.147200e+01 
1.140600e+00, 2.830170e+01 
1.272400e+00,-7.093400e+00 
1.276000e+00, 6.920100e+00 
1.307800e+00, 6.772000e+00 
1.816100e+00, 2.770810e+01 
2.472600e+00, 2.592380e+01 
2.842900e+00, 6.389400e+00 
3.632800e+00,-7.376000e-01 
3.963700e+00, 1.608980e+01 
7.530500e+00,-1.111360e+01 
7.849700e+00, 8.466700e+00 
7.867500e+00,-1.976150e+01 
7.899100e+00,-1.050640e+01 
8.488800e+00, 7.268300e+00 
8.667001e+00,-1.076650e+01 
8.914599e+00,-2.012540e+01 
9.017100e+00, 2.395790e+01 
9.120501e+00,-1.010620e+01 
9.215000e+00, 2.399100e+01 
9.339800e+00,-1.993420e+01 
9.393101e+00,-2.254920e+01 
9.490399e+00, 8.635201e+00 
9.805901e+00, 8.642000e-01 
1.036320e+01,-2.104470e+01 
1.036680e+01, 2.549940e+01 
1.039120e+01,-1.002140e+01 
1.086600e+01,-1.249000e-01 
1.088500e+01, 1.434260e+01 
1.194350e+01,-9.835100e+00 
1.200630e+01, 8.297100e+00 
1.417780e+01,-9.913900e+00 
1.617010e+01,-8.027000e-01 
1.823930e+01,-3.450000e-01 
1.873450e+01, 3.194850e+01 
1.890680e+01, 3.306780e+01 
1.895650e+01, 3.108060e+01 
1.896600e+01, 3.381070e+01 
1.979180e+01, 3.303060e+01 
2.033530e+01, 4.048810e+01 
2.066220e+01, 3.443710e+01 
2.079790e+01, 3.346020e+01 
2.079830e+01, 3.352930e+01 
2.086630e+01, 3.320440e+01 
2.118250e+01, 3.342960e+01 
2.133650e+01, 3.402500e+01 
2.138100e+01, 3.213630e+01 
2.138990e+01, 3.367140e+01 
2.141780e+01, 3.471300e+01 
2.191930e+01, 3.718300e+01 
2.222190e+01, 1.379380e+01 
2.224430e+01,-9.490001e-01 
2.224820e+01,-5.619000e-01 
2.332380e+01, 1.333200e+01 
2.353320e+01,-1.032300e+00 
2.660440e+01,-8.636600e+00 
2.725030e+01, 1.321110e+01 
2.729310e+01,-1.006120e+01 
2.729520e+01,-1.042650e+01 
2.729840e+01, 1.285330e+01 
2.730860e+01, 1.305530e+01 
2.763020e+01, 6.144500e+00 
2.824870e+01, 1.270850e+01 
2.855470e+01, 7.883600e+00 
2.873420e+01,-9.010800e+00 
2.908740e+01, 5.629000e+00 
2.909440e+01,-9.061400e+00 
2.929080e+01, 1.454990e+01 
2.967060e+01, 5.292000e-01 
2.989470e+01, 1.400820e+01 
2.997720e+01, 2.364430e+01 
3.003730e+01, 1.265610e+01 
3.020260e+01,-9.002600e+00 
3.136900e+01, 1.325160e+01 
3.213470e+01, 6.323700e+00 
3.233680e+01,-1.013310e+01 
3.236790e+01,-9.680301e+00 
3.246160e+01,-7.762500e+00 
3.248710e+01, 1.603260e+01 
3.331580e+01,-7.661900e+00 
3.406010e+01, 1.831100e+01 
3.413490e+01,-1.134850e+01 
